Fog executionTime (s),Cloud executionTime (s),m,n,Fog faster than Cloud ?
0.056202543,0.132326689,1200,60,TRUE
0.06050738,0.115616584,1300,60,TRUE
0.062390387,0.116095938,1400,60,TRUE
0.065615768,0.115696274,1500,60,TRUE
0.080274428,0.123086731,1600,60,TRUE
0.070605526,0.122772494,1700,60,TRUE
0.073567686,0.113892355,1800,60,TRUE
0.080064634,0.118391891,1900,60,TRUE
0.089197129,0.115485274,2000,60,TRUE
0.084409919,0.120059068,2100,60,TRUE
0.084988587,0.119291436,2200,60,TRUE
0.087820343,0.115606925,2300,60,TRUE
0.093340167,0.117262932,2400,60,TRUE
0.115116099,0.128849857,2500,60,TRUE
0.100329149,0.120459336,2600,60,TRUE
0.108684654,0.117303683,2700,60,TRUE
0.111395666,0.117096306,2800,60,TRUE
0.112997338,0.121501962,2900,60,TRUE
0.118282618,0.121130674,3000,60,TRUE
0.110711045,0.12125987,3100,60,TRUE
0.136473349,0.117671954,3200,60,FALSE
0.116750674,0.129268537,3300,60,TRUE
0.119068965,0.119115149,3400,60,TRUE
0.122291932,0.123017907,3500,60,TRUE
0.128440835,0.122171791,3600,60,FALSE
0.133181256,0.126760075,3700,60,FALSE
0.15418382,0.122733856,3800,60,FALSE
0.134322893,0.120222978,3900,60,FALSE
0.140293698,0.124409183,4000,60,FALSE
0.141113553,0.230198993,4100,60,TRUE
0.150303702,0.13260108,4200,60,FALSE
0.1649361,0.125001736,4300,60,FALSE
0.150938817,0.120140872,4400,60,FALSE
0.120616002,0.125165646,4500,60,TRUE
0.076627346,0.122931574,4600,60,TRUE
0.185942286,0.123227399,4700,60,FALSE
0.165455903,0.121534262,4800,60,FALSE
0.16984526,0.122622771,4900,60,FALSE
0.167199451,0.126383956,5000,60,FALSE
0.198573346,0.130825535,5100,60,FALSE
0.171188238,0.12242777,5200,60,FALSE
0.174241862,0.123515977,5300,60,FALSE
0.187244815,0.121990976,5400,60,FALSE
0.200962574,0.122015729,5500,60,FALSE
0.184807893,0.123102428,5600,60,FALSE
0.186067255,0.122984702,5700,60,FALSE
0.225563015,0.123332446,5800,60,FALSE
0.195833959,0.1229844,5900,60,FALSE
0.202701895,0.128304394,6000,60,FALSE
0.246071132,0.123564577,6100,60,FALSE
0.096594226,0.124979096,6200,60,TRUE
0.122858525,0.131977737,6300,60,TRUE
0.209944138,0.124105512,6400,60,FALSE
0.237334075,0.125091992,6500,60,FALSE
0.224808968,0.125184362,6600,60,FALSE
0.216828071,0.125984293,6700,60,FALSE
0.259726405,0.129850524,6800,60,FALSE
0.220285886,0.129480443,6900,60,FALSE
0.228756702,0.126026251,7000,60,FALSE
0.24316059,0.129707744,7100,60,FALSE
0.235395526,0.13635351,7200,60,FALSE
0.851208318,0.154432251,7300,60,
0.25352679,0.133080736,7400,60,FALSE
0.250293559,0.126878706,7500,60,FALSE
0.28233668,0.132713674,7600,60,FALSE
0.17317569,0.13506698,7700,60,FALSE
0.251445762,0.148970081,7800,60,FALSE
0.284113734,0.132866717,7900,60,FALSE
0.260717414,0.128849554,8000,60,FALSE
0.294585887,0.133597522,8100,60,FALSE
0.265905495,0.133720681,8200,60,FALSE
0.275873238,0.133496097,8300,60,FALSE
0.332296744,0.133833275,8400,60,FALSE
0.27843513,0.130228756,8500,60,FALSE
0.317965,0.133109112,8600,60,FALSE
0.287767154,0.137812101,8700,60,FALSE
0.343734549,0.137402477,8800,60,FALSE
0.295692507,0.134462051,8900,60,FALSE
0.293969185,0.129641034,9000,60,FALSE
0.328216492,0.135314204,9100,60,FALSE
0.303416219,0.135349823,9200,60,FALSE
0.320714951,0.133046928,9300,60,FALSE
0.302150516,0.135546637,9400,60,FALSE
0.341207069,0.138637992,9500,60,FALSE
0.31343407,0.13643622,9600,60,FALSE
0.596038199,0.137323389,9700,60,FALSE
0.311821832,0.136704876,9800,60,FALSE
0.36434258,0.141165774,9900,60,FALSE
0.331646837,3.144720788,10000,60,
0.064482584,0.127977479,1000,70,TRUE
0.060281587,0.117914045,1100,70,TRUE
0.063492782,0.113845868,1200,70,TRUE
0.065927289,0.115797097,1300,70,TRUE
0.072282061,0.12220077,1400,70,TRUE
0.109583897,0.120581891,1500,70,TRUE
0.078051525,0.115212996,1600,70,TRUE
0.082138418,0.115139643,1700,70,TRUE
0.090914414,0.120225091,1800,70,TRUE
0.088612726,0.118510522,1900,70,TRUE
0.092091973,0.118971162,2000,70,TRUE
0.097898566,0.119396484,2100,70,TRUE
0.109307694,0.120607549,2200,70,TRUE
0.100450195,0.120411038,2300,70,TRUE
0.12074399,0.122853694,2400,70,TRUE
0.108879656,0.118074032,2500,70,TRUE
0.101162888,0.121910682,2600,70,TRUE
0.10308061,0.117728703,2700,70,TRUE
0.117624561,0.118952748,2800,70,TRUE
0.199666685,0.123824479,2900,70,FALSE
0.161641289,0.125406229,3000,70,FALSE
0.129407091,0.120096197,3100,70,FALSE
0.132904752,0.128020946,3200,70,FALSE
0.134622943,0.123321579,3300,70,FALSE
0.139762725,0.125066033,3400,70,FALSE
0.166097055,0.120682109,3500,70,FALSE
0.141834395,0.130715959,3600,70,FALSE
0.146813286,0.123614686,3700,70,FALSE
0.160906259,0.12514995,3800,70,FALSE
0.152279683,0.190362432,3900,70,TRUE
0.181696916,0.121924567,4000,70,FALSE
0.158123102,0.121858158,4100,70,FALSE
0.167466899,0.121874458,4200,70,FALSE
0.168639629,0.12572107,4300,70,FALSE
0.194030644,0.12620616,4400,70,FALSE
0.172760631,0.121503774,4500,70,FALSE
0.192494776,0.122241823,4600,70,FALSE
0.142489132,0.121955659,4700,70,FALSE
0.10741533,0.143341285,4800,70,TRUE
0.092159288,0.124100078,4900,70,TRUE
0.195401091,0.123745995,5000,70,FALSE
0.236827552,0.141764062,5100,70,FALSE
0.198471619,0.124785906,5200,70,FALSE
0.20743326,0.125084144,5300,70,FALSE
0.20292648,0.129852336,5400,70,FALSE
0.227191555,0.124035479,5500,70,FALSE
0.211221009,0.128162217,5600,70,FALSE
0.215910717,0.126536396,5700,70,FALSE
0.24595582,0.130820705,5800,70,FALSE
0.222093428,0.126807164,5900,70,FALSE
0.221405488,0.12698164,6000,70,FALSE
0.249509023,0.136244539,6100,70,FALSE
0.235992304,0.133464401,6200,70,FALSE
0.286525903,0.126820749,6300,70,FALSE
0.252448242,0.127977177,6400,70,FALSE
0.185241666,0.127806022,6500,70,FALSE
0.234379462,0.128796125,6600,70,FALSE
0.267776729,0.128840197,6700,70,FALSE
0.263490911,0.133463194,6800,70,FALSE
0.288699301,0.136785775,6900,70,FALSE
0.260885249,0.137932544,7000,70,FALSE
0.325957065,0.13352417,7100,70,FALSE
0.272697361,0.130146952,7200,70,FALSE
0.269793461,0.133999902,7300,70,FALSE
0.307918773,0.133271814,7400,70,FALSE
0.291272965,0.133663025,7500,70,FALSE
0.859760334,0.128609576,7600,70,
0.292180056,0.130044319,7700,70,FALSE
0.343391031,0.142599311,7800,70,FALSE
0.288246509,3.139771781,7900,70,
0.308914611,0.18016286,8000,70,FALSE
0.338782222,0.14087478,8100,70,FALSE
0.312339222,0.136064328,8200,70,FALSE
0.338958508,0.132483354,8300,70,FALSE
0.305563354,0.136676803,8400,70,FALSE
0.303940551,0.135704812,8500,70,FALSE
0.270369412,0.135661645,8600,70,FALSE
0.355245102,0.13488043,8700,70,FALSE
0.325312894,0.133413387,8800,70,FALSE
0.362413992,0.135140936,8900,70,FALSE
0.333050792,0.137988388,9000,70,FALSE
0.922185134,0.144778745,9100,70,
0.338725773,0.138982415,9200,70,FALSE
0.31917999,0.138948607,9300,70,FALSE
0.342794856,0.135717792,9400,70,FALSE
0.377606642,0.135607613,9500,70,FALSE
0.344827586,0.137304673,9600,70,FALSE
0.369489608,0.140896816,9700,70,FALSE
0.398495103,0.136356831,9800,70,FALSE
0.360708781,0.141075216,9900,70,FALSE
0.899954298,0.135383934,10000,70,
0.038845854,0.161797351,1000,80,TRUE
0.037541514,0.122551834,1100,80,TRUE
0.038850985,0.114290208,1200,80,TRUE
0.078703242,0.114183047,1300,80,TRUE
0.077311967,0.115068103,1400,80,TRUE
0.080402115,0.118840457,1500,80,TRUE
0.085765576,0.114746017,1600,80,TRUE
0.089627884,0.123609554,1700,80,TRUE
0.09178649,0.115948027,1800,80,TRUE
0.095956999,0.120056955,1900,80,TRUE
0.132193266,0.118282316,2000,80,FALSE
0.113150985,0.118899319,2100,80,TRUE
0.106588835,0.127799682,2200,80,TRUE
0.115019201,0.121728056,2300,80,TRUE
0.123295619,0.125310842,2400,80,TRUE
0.120542951,0.118880302,2500,80,FALSE
0.121432233,0.122666239,2600,80,TRUE
0.161644912,0.119201482,2700,80,FALSE
0.147698041,0.120699013,2800,80,FALSE
0.134882241,0.121343485,2900,80,FALSE
0.142362954,0.127549742,3000,80,FALSE
0.141206526,0.130515826,3100,80,FALSE
0.146892072,0.121426497,3200,80,FALSE
0.17189097,0.124377488,3300,80,FALSE
0.152373259,0.125058787,3400,80,FALSE
0.075988911,0.1203724,3500,80,TRUE
0.137054129,0.125905809,3600,80,FALSE
0.167504934,0.127850094,3700,80,FALSE
0.19016894,0.129629563,3800,80,FALSE
0.170592969,0.125980368,3900,80,FALSE
0.175815763,0.123552804,4000,80,FALSE
0.18024074,0.122870297,4100,80,FALSE
0.221218938,0.12847887,4200,80,FALSE
0.186278558,0.128298357,4300,80,FALSE
0.192059795,0.123086732,4400,80,FALSE
0.195827319,0.128843517,4500,80,FALSE
0.23467921,0.13204626,4600,80,FALSE
0.201945734,0.127573891,4700,80,FALSE
0.22865407,0.129409204,4800,80,FALSE
0.216472178,0.128302885,4900,80,FALSE
0.249510533,0.132066484,5000,80,FALSE
0.121700888,0.131687951,5100,80,TRUE
0.230764075,0.127443185,5200,80,FALSE
0.267600141,0.126443724,5300,80,FALSE
0.257994027,0.125640171,5400,80,FALSE
0.243167835,0.131417785,5500,80,FALSE
0.246060264,0.130628721,5600,80,FALSE
0.267300091,0.128918379,5700,80,FALSE
0.244369241,0.128481586,5800,80,FALSE
0.249825072,0.134648601,5900,80,FALSE
0.291642744,0.132109047,6000,80,FALSE
0.262129821,0.129914217,6100,80,FALSE
0.270183163,0.128828726,6200,80,FALSE
0.247575303,0.132525011,6300,80,FALSE
0.141026012,0.130813158,6400,80,FALSE
0.255528429,0.129199109,6500,80,FALSE
0.302028866,0.131003331,6600,80,FALSE
0.285810493,0.13763008,6700,80,FALSE
0.327659559,0.142002834,6800,80,FALSE
0.288869248,0.131540643,6900,80,FALSE
0.301695914,0.135158746,7000,80,FALSE
0.340752467,0.132632171,7100,80,FALSE
0.312958036,0.135930905,7200,80,FALSE
0.306317402,0.133198462,7300,80,FALSE
0.328378289,0.135687605,7400,80,FALSE
0.321485903,0.136103268,7500,80,FALSE
0.266567476,0.133792222,7600,80,FALSE
0.325369946,0.137682,7700,80,FALSE
0.949656271,0.21416083,7800,80,
0.338966356,0.13446205,7900,80,FALSE
0.332676484,0.139910637,8000,80,FALSE
0.367012841,3.133883685,8100,80,
0.336541509,0.141037785,8200,80,FALSE
0.357104262,0.160177567,8300,80,FALSE
0.340752768,0.138638898,8400,80,FALSE
0.389965123,0.145332962,8500,80,FALSE
0.353346699,0.151228905,8600,80,FALSE
0.399260925,0.143276083,8700,80,FALSE
0.354218474,0.136187487,8800,80,FALSE
0.412370434,0.136425051,8900,80,FALSE
0.36716679,0.136119568,9000,80,FALSE
0.40769763,0.138514833,9100,80,FALSE
0.241820329,0.144799272,9200,80,FALSE
0.406770616,0.139708089,9300,80,FALSE
0.387896773,0.144795348,9400,80,FALSE
0.422543443,0.142376538,9500,80,FALSE
0.392366425,0.142923509,9600,80,FALSE
0.424178018,0.148298743,9700,80,FALSE
0.403234921,0.15160925,9800,80,FALSE
0.436665997,0.144867492,9900,80,FALSE
1.059374798,0.1449499,10000,80,
0.069469323,0.11753189,1000,90,TRUE
0.079980415,0.114218968,1100,90,TRUE
0.078126991,0.121085998,1200,90,TRUE
0.080792119,0.119506663,1300,90,TRUE
0.083726205,0.117202258,1400,90,TRUE
0.088149069,0.126214612,1500,90,TRUE
0.092218755,0.119554659,1600,90,TRUE
0.09601737,0.117227614,1700,90,TRUE
0.101711369,0.122402111,1800,90,TRUE
0.106848133,0.123951864,1900,90,TRUE
0.120078388,0.119938324,2000,90,FALSE
0.13567855,0.12358299,2100,90,FALSE
0.124097361,0.122039275,2200,90,FALSE
0.127239731,0.130514619,2300,90,TRUE
0.135313298,0.120251655,2400,90,FALSE
0.153612095,0.120224488,2500,90,FALSE
0.140111676,0.123673548,2600,90,FALSE
0.139038864,0.128368992,2700,90,FALSE
0.169502648,0.130237209,2800,90,FALSE
0.099218302,0.122410261,2900,90,TRUE
0.078200343,0.121336845,3000,90,TRUE
0.085564235,0.126037722,3100,90,TRUE
0.07802647,0.127544007,3200,90,TRUE
0.157115794,0.121258059,3300,90,FALSE
0.199914815,0.125498598,3400,90,FALSE
0.175546806,0.1310308,3500,90,FALSE
0.178034742,0.124753002,3600,90,FALSE
0.187063698,0.123637023,3700,90,FALSE
0.189989936,0.127397604,3800,90,FALSE
0.214304818,0.129139643,3900,90,FALSE
0.197295268,0.128175801,4000,90,FALSE
0.197751078,0.123831119,4100,90,FALSE
0.206189896,0.129455087,4200,90,FALSE
0.244448329,0.123882436,4300,90,FALSE
0.217105783,0.125523351,4400,90,FALSE
0.220227023,0.129738535,4500,90,FALSE
0.228264066,0.136789699,4600,90,FALSE
0.257703637,0.131081513,4700,90,FALSE
0.22996505,0.131814732,4800,90,FALSE
0.255847194,0.141700369,4900,90,FALSE
0.252951443,0.135092035,5000,90,FALSE
0.26075243,0.134155361,5100,90,FALSE
0.247277367,0.131559056,5200,90,FALSE
0.263147695,0.129412525,5300,90,FALSE
0.293299356,0.129209977,5400,90,FALSE
0.264542895,0.138397409,5500,90,FALSE
0.26507749,0.137194193,5600,90,FALSE
0.302410418,0.136462483,5700,90,FALSE
0.226106063,0.133977866,5800,90,FALSE
0.128183046,0.13142654,5900,90,TRUE
0.287651541,0.136248161,6000,90,FALSE
0.323661413,0.13509143,6100,90,FALSE
0.299489614,0.137057148,6200,90,FALSE
0.321663397,0.146699485,6300,90,FALSE
0.296948551,0.143804641,6400,90,FALSE
0.303673102,0.136357737,6500,90,FALSE
0.331214573,0.133239515,6600,90,FALSE
0.314007002,0.137466773,6700,90,FALSE
0.312026192,0.133800674,6800,90,FALSE
0.335184947,0.143212088,6900,90,FALSE
0.331084471,0.13388761,7000,90,FALSE
0.376343657,0.138195162,7100,90,FALSE
0.33450576,0.240968779,7200,90,FALSE
0.333113579,0.134945934,7300,90,FALSE
0.360112908,0.139549611,7400,90,FALSE
0.354320805,0.147580616,7500,90,FALSE
0.413249452,0.141222825,7600,90,FALSE
0.349436396,0.136211635,7700,90,FALSE
0.317368825,0.135265302,7800,90,FALSE
0.22206294,0.137624042,7900,90,FALSE
0.388432274,0.136814451,8000,90,FALSE
0.402563583,0.14683834,8100,90,FALSE
0.38987698,0.137888774,8200,90,FALSE
0.422962425,0.142184856,8300,90,FALSE
0.404722188,0.138288438,8400,90,FALSE
0.474153175,0.143242878,8500,90,FALSE
0.388851559,0.147851084,8600,90,FALSE
0.446474659,0.138852917,8700,90,FALSE
0.40750293,0.139744915,8800,90,FALSE
1.009024126,0.140181407,8900,90,
0.418658193,0.144900093,9000,90,FALSE
0.48388607,0.141548835,9100,90,FALSE
0.425665286,0.143767512,9200,90,FALSE
0.369846106,0.140757658,9300,90,FALSE
0.446532315,0.14116849,9400,90,FALSE
0.478092759,0.140890779,9500,90,FALSE
0.442977603,0.154639932,9600,90,FALSE
0.474638266,0.142318581,9700,90,FALSE
0.505061903,0.142606556,9800,90,FALSE
0.463772788,0.143157149,9900,90,FALSE
0.519928846,0.144792329,10000,90,FALSE
0.067636727,0.11585445,1000,100,TRUE
0.045173458,0.11892709,1100,100,TRUE
0.044100645,0.117600412,1200,100,TRUE
0.086794318,0.128209006,1300,100,TRUE
0.090475509,0.117908009,1400,100,TRUE
0.099413303,0.115445127,1500,100,TRUE
0.103371603,0.116345578,1600,100,TRUE
0.104708242,0.116759126,1700,100,TRUE
0.112882631,0.119619559,1800,100,TRUE
0.140656233,0.119642803,1900,100,FALSE
0.120238675,0.137624646,2000,100,TRUE
0.124108529,0.123897831,2100,100,FALSE
0.130585253,0.122889616,2200,100,FALSE
0.141389453,0.122249068,2300,100,FALSE
0.145274703,0.119874027,2400,100,FALSE
0.141795758,0.119510285,2500,100,FALSE
0.182194986,0.123910207,2600,100,FALSE
0.154664684,0.121959282,2700,100,FALSE
0.165673545,0.122943951,2800,100,FALSE
0.160748687,0.126697287,2900,100,FALSE
0.166382011,0.123591443,3000,100,FALSE
0.173434384,0.130134274,3100,100,FALSE
0.207307988,0.12707733,3200,100,FALSE
0.18177208,0.136329059,3300,100,FALSE
0.188452559,0.130140914,3400,100,FALSE
0.193297123,0.132654207,3500,100,FALSE
0.199130279,0.129654315,3600,100,FALSE
0.227209968,0.132090331,3700,100,FALSE
0.205657111,0.131846126,3800,100,FALSE
0.21839503,0.132087917,3900,100,FALSE
0.214228145,0.130299995,4000,100,FALSE
0.238303651,0.135801407,4100,100,FALSE
0.224055825,0.144240829,4200,100,FALSE
0.226860111,0.134845112,4300,100,FALSE
0.270335603,0.139623266,4400,100,FALSE
0.240381661,0.133408557,4500,100,FALSE
0.16048969,0.135880797,4600,100,FALSE
0.238680373,3.135610933,4700,100,
0.275161752,0.165874584,4800,100,FALSE
0.260425515,0.129704122,4900,100,FALSE
0.261258349,0.1401965,5000,100,FALSE
0.294612149,0.130117973,5100,100,FALSE
0.279858403,0.136049537,5200,100,FALSE
0.292017957,0.13197502,5300,100,FALSE
0.887614232,0.130435531,5400,100,
0.299952669,0.136198353,5500,100,FALSE
0.300517449,0.131269874,5600,100,FALSE
0.344804343,0.136041387,5700,100,FALSE
0.314712149,0.136737477,5800,100,FALSE
0.313400564,0.138570376,5900,100,FALSE
0.362318001,0.131809903,6000,100,FALSE
0.328924054,0.136920707,6100,100,FALSE
0.323335102,0.133282681,6200,100,FALSE
0.342943975,0.133954624,6300,100,FALSE
0.339873146,0.142023964,6400,100,FALSE
0.263268137,0.136111418,6500,100,FALSE
0.261324456,0.136498102,6600,100,FALSE
0.352013985,0.140241477,6700,100,FALSE
0.379713933,0.142106071,6800,100,FALSE
0.36462965,0.136576283,6900,100,FALSE
0.482627311,0.143127265,7000,100,FALSE
0.371171877,0.137881228,7100,100,FALSE
0.413518712,0.138014046,7200,100,FALSE
0.397521603,0.139643792,7300,100,FALSE
0.483572136,0.141822623,7400,100,FALSE
0.389508408,0.142899059,7500,100,FALSE
0.403564854,0.155718782,7600,100,FALSE
0.42970056,0.141911974,7700,100,FALSE
0.398926463,0.143126661,7800,100,FALSE
0.418287508,0.143584886,7900,100,FALSE
0.401648945,0.140739849,8000,100,FALSE
0.369479043,0.1514876,8100,100,FALSE
0.21405216,0.144768784,8200,100,FALSE
0.22876274,0.145390315,8300,100,FALSE
0.191701789,0.146420566,8400,100,FALSE
0.450579965,0.149967429,8500,100,FALSE
0.433560454,0.150713026,8600,100,FALSE
0.451091619,0.143569793,8700,100,FALSE
0.517877701,0.148067518,8800,100,FALSE
0.458716621,0.142730922,8900,100,FALSE
1.100827521,0.145208293,9000,100,
0.454676215,0.145932759,9100,100,FALSE
0.513482912,0.143994813,9200,100,FALSE
0.469377738,0.14956837,9300,100,FALSE
0.506407296,0.146720917,9400,100,FALSE
0.445177865,0.150082438,9500,100,FALSE
0.223836674,0.145569017,9600,100,FALSE
0.47314828,0.147842632,9700,100,FALSE
0.517512752,0.15190296,9800,100,FALSE
0.546657406,0.158053373,9900,100,FALSE
1.194821821,0.147325243,10000,100,